h.264,-0.187793117794
apache-ivy,-0.0509248730338
task-manager,-0.107607716544
opengl,-0.466436950563
legacy-code,-0.482906221914
hanging,0.527237479961
post-grad,-0.0964521853411
binary-operators,0.55323732923
windows-ce,-0.6043259342
wm6,-0.0566077310312
code-comments,-0.1882888211
xunit,-0.174219646256
sqlmanagmentstudio,-0.0646867392932
winsockets,-0.063968791755
dynamic,-0.433271000967
http-authentication,-0.127754461838
regional,-0.106367933613
browser-compatibility,0.0714490327142
fractal,-0.250193488259
mlg,-0.088512858975
basics,0.471331016473
secondlife,-0.0596352693486
build-vs-buy,0.571015211908
prefix,-0.120216457188
rich-text,-0.235397850132
vmware-server,0.45045834015
old-software,1.0046641595
fastercsv,-0.0821167096066
listview,-0.547391735447
bytecode,-0.380471228964
http-referer,-0.0980608437367
c#4.0,-0.0875089196812
uclinux,-0.0744783084997
ngen,-0.0880016283172
dynamics-crm,-0.261885174831
feasibility,-0.081156332659
elegant,0.36304908071
pyglet,-0.0578654467101
bootstrap,0.295950794851
certificate-authority,-0.16551022131
msysgit,-0.0502753525657
sql-server-agent,-0.0898339730783
bittorrent,0.40149573012
development-environment,0.903666208307
class-names,-0.0698513137768
windows2008,0.584157818886
windows2003,-0.0580652479449
tcpclient,-0.0919525980907
widget,-0.90382419082
webcontrols,-0.247151883921
hotspot,0.1627287017
clearcase,-0.659728614218
calculate,0.510947054437
cyclical,-0.0591829736575
kids,1.90024777551
head,-0.103272011316
activereports,-0.0829936034999
jquery-ajax,-0.366578971147
iis,-0.666552448221
projection,-0.111598473616
classification,0.408015804578
microsoftoffice,-0.18203973116
replace,-0.511539197918
unix,-0.407954066326
computer-security,-0.137214242591
rrd,-0.146410753835
unit,-0.533490967038
alter-table,-0.137618046914
browse,-0.0705444160942
fstream,-0.0803926594191
data-warehouse,-0.263983578739
openmpi,-0.0580296726487
music,0.295064883651
dns,-0.159913444634
tokenize,-0.176990761393
thread-safe,-0.128585533924
swap,-0.0776712314512
jmx,-0.0974376863217
webstandards,-0.0521842246591
yahoo,0.197001611139
ssrs2005,-0.228080368975
jml,-0.0793483321711
thinkpad,0.462521888088
addon,-0.215617141559
example,1.27953829524
uitableview,-0.39616764569
aspnetmvc,-0.0667363368049
rational-unified-process,-0.133647854887
smtp,-0.515322021169
clarion,0.384146022785
currency,-0.356790199769
research-resources,-0.109989222312
recommendation-system,-0.335094136615
yui,-0.202555352295
video-game-consoles,-0.0984087751636
electrical-engineering,-0.259452169033
webstart,-0.270170875029
feature,-0.0557009686882
machine,-0.122909680056
methodology,-0.299604296356
playback,-0.0881672397387
actionscript,0.0799101891801
remote-access,-0.169784821678
yum,-0.146115885622
nhibernate,-0.61527838281
winsock,-0.3132384796
mod-rails,-0.0790902645642
abstraction,0.626658620555
late-binding,-0.0889074112042
programstructure,-0.0659571391834
webcrawler,-0.207417953768
innosetup,-0.0541414704721
constants,-0.0725318529115
database-modeling,-0.0989130723879
jlist,-0.114499027383
fxsave,-0.074416098104
alias,-0.29597808415
video-capture,0.0580710751331
lambda,-0.653697333469
wine,-0.178453631088
restriction,-0.126292399752
code-walkthrough,0.406066048771
feedback,0.375858683859
xlib,-0.153023253402
bootstrapper,0.382257878744
html-table,-0.0805803760359
webtest,-0.100424676347
concurrency,-0.512808923556
uuid,-0.130780630817
loose-coupling,-0.0599564977172
dynamic-language-runtime,-0.360760051339
initializations,0.54377879021
hidden,-0.119058495021
variables,-0.967557827219
copying,-0.0993089007587
client-side,-0.198310103155
aesthetics,-0.159355976322
slicing,-0.0823907603355
sqlserver2000,-0.0542113420142
language-construct,0.526712802554
effects,-0.270705839908
sqlserver2005,-0.210168925341
interrupt,-0.194891638685
multidimensional,-0.173751796519
scripting-language,0.475411372099
selenium-ide,-0.154733020871
codewarrior,-0.0865092643929
panoramas,-0.0511320415345
timeout,-0.237987191262
debug,0.425359238367
google-analytics,-0.597727720211
online-research-resources,0.359305235699
pleasespellcheck,-0.0561588616875
mdi,-0.361876234076
financial,-0.133938093785
mdb,-0.138449166344
mda,-0.155495671012
spider,-0.430371104203
solution,-0.300780973315
contracting,0.914715029808
passwords,0.0902251518221
reload,-0.117517326348
controlpanel,-0.0970094556154
